%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=206354, 2016/04/14 11:6:12.55)
1 14 4.038176e-01 1.000357e+00 2.862174e-02 2.862174e-02 2.866553e-02 2.950732e-02 2.952019e-02 2.958326e-02 2.974287e-02 3.076601e-02 3.078798e-02 3.083309e-02 3.094172e-02 2.537497e-01 2.539924e-01 2.544832e-01 2.552676e-01 2.683828e-01 2.693189e-01 6.645194e-01 6.654901e-01 6.680050e-01 6.699990e-01 8.457438e-01 8.459356e-01 8.466386e-01 8.481173e-01 9.965288e-01 9.965918e-01 9.973585e-01 1.000357e+00 
2 27 3.843389e-01 1.006373e+00 2.857092e-02 2.857092e-02 2.868947e-02 2.942741e-02 2.949260e-02 2.954606e-02 2.974796e-02 3.070473e-02 3.074363e-02 3.085270e-02 3.086795e-02 2.529636e-01 2.533218e-01 2.537250e-01 2.547489e-01 2.676019e-01 2.686722e-01 6.631051e-01 6.653874e-01 6.679282e-01 6.715307e-01 8.432265e-01 8.438830e-01 8.448433e-01 8.486759e-01 9.930721e-01 9.950061e-01 9.956557e-01 1.006373e+00 
3 40 3.692413e-01 1.004487e+00 2.858672e-02 2.858672e-02 2.865790e-02 2.932413e-02 2.945827e-02 2.953522e-02 2.973037e-02 3.064591e-02 3.074139e-02 3.078606e-02 3.097313e-02 2.523513e-01 2.526788e-01 2.532524e-01 2.545169e-01 2.669795e-01 2.684505e-01 6.610864e-01 6.666990e-01 6.691520e-01 6.711477e-01 8.406185e-01 8.413683e-01 8.429983e-01 8.462579e-01 9.905720e-01 9.932331e-01 9.987246e-01 1.004487e+00 
4 53 3.562019e-01 1.002411e+00 2.852850e-02 2.852850e-02 2.859937e-02 2.926067e-02 2.936558e-02 2.948329e-02 2.973790e-02 3.059232e-02 3.064951e-02 3.071921e-02 3.101877e-02 2.517927e-01 2.521579e-01 2.542414e-01 2.547296e-01 2.668323e-01 2.677817e-01 6.604006e-01 6.664655e-01 6.690628e-01 6.699952e-01 8.377709e-01 8.392196e-01 8.406286e-01 8.438081e-01 9.879112e-01 9.910511e-01 9.974031e-01 1.002411e+00 
5 66 3.378146e-01 1.000716e+00 2.845867e-02 2.845867e-02 2.860609e-02 2.918620e-02 2.936135e-02 2.942477e-02 2.970537e-02 3.052664e-02 3.062215e-02 3.069850e-02 3.116067e-02 2.511207e-01 2.520490e-01 2.540471e-01 2.542675e-01 2.663076e-01 2.678244e-01 6.607953e-01 6.646871e-01 6.708489e-01 6.711352e-01 8.349161e-01 8.369838e-01 8.387965e-01 8.431722e-01 9.867752e-01 9.903225e-01 9.956742e-01 1.000716e+00 
6 79 3.218460e-01 1.001120e+00 2.843000e-02 2.843000e-02 2.859192e-02 2.911347e-02 2.932983e-02 2.949105e-02 2.966908e-02 3.043616e-02 3.062499e-02 3.068015e-02 3.110977e-02 2.503909e-01 2.513547e-01 2.534253e-01 2.548049e-01 2.656762e-01 2.676060e-01 6.595514e-01 6.628672e-01 6.694488e-01 6.705174e-01 8.322150e-01 8.347881e-01 8.402376e-01 8.431261e-01 9.850370e-01 9.886923e-01 9.966214e-01 1.001120e+00 
7 92 3.096399e-01 9.996401e-01 2.838024e-02 2.838024e-02 2.863500e-02 2.907043e-02 2.927568e-02 2.945738e-02 2.970212e-02 3.042560e-02 3.059499e-02 3.074203e-02 3.111989e-02 2.499813e-01 2.507141e-01 2.527586e-01 2.541670e-01 2.652684e-01 2.671630e-01 6.582078e-01 6.623970e-01 6.689207e-01 6.698025e-01 8.305711e-01 8.322887e-01 8.408464e-01 8.429298e-01 9.822454e-01 9.876001e-01 9.993660e-01 9.996401e-01 
8 105 2.906410e-01 9.976728e-01 2.833537e-02 2.833537e-02 2.856214e-02 2.900268e-02 2.928286e-02 2.954459e-02 2.963365e-02 3.036138e-02 3.055302e-02 3.072037e-02 3.105428e-02 2.494025e-01 2.499469e-01 2.526906e-01 2.533701e-01 2.649680e-01 2.673298e-01 6.571430e-01 6.620057e-01 6.674400e-01 6.677681e-01 8.279398e-01 8.306227e-01 8.387733e-01 8.416176e-01 9.807018e-01 9.883028e-01 9.965473e-01 9.976728e-01 
9 118 2.825917e-01 9.963738e-01 2.825327e-02 2.825327e-02 2.852079e-02 2.892654e-02 2.921677e-02 2.950487e-02 2.964831e-02 3.029320e-02 3.055614e-02 3.081197e-02 3.105225e-02 2.495011e-01 2.507133e-01 2.523033e-01 2.532032e-01 2.645083e-01 2.681344e-01 6.554851e-01 6.600175e-01 6.658858e-01 6.699710e-01 8.256698e-01 8.285658e-01 8.375010e-01 8.436032e-01 9.793784e-01 9.877007e-01 9.935872e-01 9.963738e-01 
10 131 2.749128e-01 9.947012e-01 2.818516e-02 2.818516e-02 2.844243e-02 2.887968e-02 2.918638e-02 2.952541e-02 2.976450e-02 3.032369e-02 3.057085e-02 3.080079e-02 3.097923e-02 2.496999e-01 2.514215e-01 2.515069e-01 2.529635e-01 2.641746e-01 2.677510e-01 6.546310e-01 6.592412e-01 6.662591e-01 6.706862e-01 8.229430e-01 8.256839e-01 8.379907e-01 8.439859e-01 9.772517e-01 9.843255e-01 9.908194e-01 9.947012e-01 
11 144 2.654456e-01 9.933917e-01 2.811020e-02 2.811020e-02 2.842254e-02 2.879763e-02 2.911138e-02 2.946297e-02 2.978963e-02 3.024457e-02 3.056645e-02 3.080608e-02 3.093907e-02 2.493541e-01 2.514685e-01 2.522065e-01 2.528604e-01 2.642948e-01 2.680081e-01 6.532454e-01 6.579108e-01 6.676882e-01 6.702899e-01 8.210064e-01 8.241322e-01 8.391290e-01 8.427974e-01 9.765869e-01 9.860446e-01 9.906900e-01 9.933917e-01 
12 157 2.576490e-01 9.943938e-01 2.804125e-02 2.804125e-02 2.835002e-02 2.881943e-02 2.905057e-02 2.940207e-02 2.973066e-02 3.030897e-02 3.057911e-02 3.084800e-02 3.090880e-02 2.493178e-01 2.515452e-01 2.519182e-01 2.523329e-01 2.643083e-01 2.678536e-01 6.543318e-01 6.579944e-01 6.665014e-01 6.699558e-01 8.185116e-01 8.223052e-01 8.375478e-01 8.414473e-01 9.765782e-01 9.836568e-01 9.911588e-01 9.943938e-01 
13 170 2.524400e-01 9.936565e-01 2.796716e-02 2.796716e-02 2.826262e-02 2.881767e-02 2.895787e-02 2.931291e-02 2.971907e-02 3.030305e-02 3.054911e-02 3.083158e-02 3.094080e-02 2.490712e-01 2.508608e-01 2.518704e-01 2.520298e-01 2.639772e-01 2.673329e-01 6.531924e-01 6.578409e-01 6.652249e-01 6.697236e-01 8.157203e-01 8.198619e-01 8.357856e-01 8.449625e-01 9.748252e-01 9.821967e-01 9.929287e-01 9.936565e-01 
14 183 2.439449e-01 9.929984e-01 2.792075e-02 2.792075e-02 2.819868e-02 2.883815e-02 2.890525e-02 2.928266e-02 2.969717e-02 3.023473e-02 3.049210e-02 3.079071e-02 3.089039e-02 2.492400e-01 2.504676e-01 2.513618e-01 2.515059e-01 2.645368e-01 2.670051e-01 6.522566e-01 6.579080e-01 6.634396e-01 6.683136e-01 8.135239e-01 8.172472e-01 8.359711e-01 8.445537e-01 9.719889e-01 9.801123e-01 9.907003e-01 9.929984e-01 
15 196 2.335805e-01 9.946056e-01 2.783918e-02 2.783918e-02 2.819677e-02 2.879837e-02 2.882299e-02 2.923138e-02 2.963964e-02 3.019826e-02 3.044251e-02 3.073552e-02 3.092302e-02 2.486250e-01 2.503479e-01 2.506462e-01 2.522216e-01 2.643196e-01 2.674875e-01 6.513143e-01 6.563921e-01 6.617166e-01 6.698485e-01 8.112019e-01 8.150395e-01 8.356532e-01 8.430989e-01 9.708415e-01 9.782430e-01 9.898777e-01 9.946056e-01 
16 209 2.268505e-01 9.990847e-01 2.779081e-02 2.779081e-02 2.814820e-02 2.874473e-02 2.882499e-02 2.920632e-02 2.965210e-02 3.032326e-02 3.042177e-02 3.066308e-02 3.099945e-02 2.481791e-01 2.497590e-01 2.506330e-01 2.517785e-01 2.636362e-01 2.669194e-01 6.509384e-01 6.544953e-01 6.602791e-01 6.723342e-01 8.085779e-01 8.124026e-01 8.371668e-01 8.415323e-01 9.696658e-01 9.769424e-01 9.874307e-01 9.990847e-01 
17 222 2.243797e-01 9.970145e-01 2.773491e-02 2.773491e-02 2.810111e-02 2.871027e-02 2.882915e-02 2.913775e-02 2.961807e-02 3.026273e-02 3.036534e-02 3.058977e-02 3.116424e-02 2.478160e-01 2.491045e-01 2.502181e-01 2.514439e-01 2.633060e-01 2.663527e-01 6.496057e-01 6.539815e-01 6.584959e-01 6.719910e-01 8.059418e-01 8.113119e-01 8.388377e-01 8.425575e-01 9.739738e-01 9.774182e-01 9.851094e-01 9.970145e-01 
18 235 2.170596e-01 9.964138e-01 2.765280e-02 2.765280e-02 2.805781e-02 2.863675e-02 2.878900e-02 2.915385e-02 2.957972e-02 3.018475e-02 3.033128e-02 3.066905e-02 3.125316e-02 2.471360e-01 2.484862e-01 2.497401e-01 2.518425e-01 2.629965e-01 2.656636e-01 6.476851e-01 6.531885e-01 6.569446e-01 6.717240e-01 8.040830e-01 8.098539e-01 8.363172e-01 8.430792e-01 9.732239e-01 9.761060e-01 9.838294e-01 9.964138e-01 
19 248 2.106047e-01 9.944671e-01 2.761076e-02 2.761076e-02 2.800161e-02 2.864978e-02 2.879068e-02 2.924659e-02 2.949262e-02 3.019379e-02 3.038508e-02 3.072120e-02 3.136069e-02 2.464561e-01 2.484127e-01 2.495053e-01 2.513836e-01 2.625261e-01 2.659250e-01 6.460644e-01 6.538357e-01 6.569434e-01 6.723851e-01 8.021925e-01 8.073625e-01 8.345566e-01 8.454298e-01 9.711002e-01 9.745122e-01 9.823618e-01 9.944671e-01 
20 261 2.069379e-01 9.934956e-01 2.757048e-02 2.757048e-02 2.800141e-02 2.863235e-02 2.876251e-02 2.929866e-02 2.948681e-02 3.009464e-02 3.034769e-02 3.069130e-02 3.149393e-02 2.467019e-01 2.476507e-01 2.500911e-01 2.513622e-01 2.621151e-01 2.651256e-01 6.447632e-01 6.515860e-01 6.550889e-01 6.731170e-01 8.008609e-01 8.048556e-01 8.330412e-01 8.504396e-01 9.695854e-01 9.751603e-01 9.804597e-01 9.934956e-01 
21 274 2.049829e-01 9.909052e-01 2.750436e-02 2.750436e-02 2.793351e-02 2.856579e-02 2.871180e-02 2.930126e-02 2.950061e-02 3.001167e-02 3.027261e-02 3.078246e-02 3.166901e-02 2.465020e-01 2.481020e-01 2.501620e-01 2.509091e-01 2.615627e-01 2.646862e-01 6.427697e-01 6.507411e-01 6.549469e-01 6.709570e-01 7.984942e-01 8.033081e-01 8.303577e-01 8.578514e-01 9.675421e-01 9.755895e-01 9.775445e-01 9.909052e-01 
22 287 1.986314e-01 9.888851e-01 2.765931e-02 2.765931e-02 2.793450e-02 2.849576e-02 2.865847e-02 2.926417e-02 2.943455e-02 2.992023e-02 3.019921e-02 3.073969e-02 3.178114e-02 2.459246e-01 2.476744e-01 2.504755e-01 2.510808e-01 2.608982e-01 2.648536e-01 6.422604e-01 6.503183e-01 6.542196e-01 6.692098e-01 7.959357e-01 8.022089e-01 8.292571e-01 8.622286e-01 9.647626e-01 9.738396e-01 9.769722e-01 9.888851e-01 
23 300 1.907699e-01 9.871355e-01 2.756620e-02 2.756620e-02 2.787755e-02 2.841532e-02 2.865768e-02 2.920016e-02 2.956642e-02 2.987131e-02 3.016952e-02 3.080980e-02 3.182209e-02 2.453204e-01 2.471992e-01 2.502029e-01 2.506167e-01 2.614604e-01 2.648020e-01 6.407531e-01 6.484660e-01 6.528051e-01 6.679192e-01 7.937996e-01 7.999059e-01 8.275816e-01 8.631156e-01 9.633904e-01 9.710053e-01 9.757717e-01 9.871355e-01 
